name,pokedex_number,abilities,attack,capture_rate,classfication,defense,height_m,hp,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
Comfey,764,"['Flower Veil', 'Triage', 'Natural Cure']",52,60,Posy Picker Pokémon,90,0.1,51,82,110,100,fairy,,0.3,7,0
Cosmoem,790,['Sturdy'],29,45,Protostar Pokémon,131,0.1,43,29,131,37,psychic,,999.9,7,1
Lycanroc,745,"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",115,90,Wolf Pokémon,75,,85,55,75,82,rock,,,7,0
#,Name,Type,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,,,,,,,
52,"Meowth
Galarian Meowth",Steel,290,50,65,55,40,40,40,,,,,,,
58,"Growlithe
Hisuian Growlithe","Fire
Rock",350,60,75,45,65,50,55,,,,,,,
59,"Arcanine
Hisuian Arcanine","Fire
Rock",555,95,115,80,95,80,90,,,,,,,
77,"Ponyta
Galarian Ponyta",Psychic,410,50,85,55,65,65,90,,,,,,,
78,"Rapidash
Galarian Rapidash","Psychic
Fairy",500,65,100,70,80,80,105,,,,,,,
79,"Slowpoke
Galarian Slowpoke",Psychic,315,90,65,65,40,40,15,,,,,,,
80,"Slowbro
Galarian Slowbro","Poison
Psychic",490,95,100,95,100,70,30,,,,,,,
83,"Farfetch'd
Galarian Farfetch'd",Fighting,377,52,95,55,58,62,55,,,,,,,
100,"Voltorb
Hisuian Voltorb","Electric
Grass",330,40,30,50,55,55,100,,,,,,,
101,"Electrode
Hisuian Electrode","Electric
Grass",490,60,50,70,80,80,150,,,,,,,
110,"Weezing
Galarian Weezing","Poison
Fairy",490,65,90,120,85,70,60,,,,,,,
122,"Mr. Mime
Galarian Mr. Mime","Ice
Psychic",460,50,65,65,90,90,100,,,,,,,
144,"Articuno
Galarian Articuno","Psychic
Flying",580,90,85,85,125,100,95,,,,,,,
145,"Zapdos
Galarian Zapdos","Fighting
Flying",580,90,125,90,85,90,100,,,,,,,
146,"Moltres
Galarian Moltres","Dark
Flying",580,90,85,90,100,125,90,,,,,,,
157,"Typhlosion
Hisuian Typhlosion","Fire
Ghost",534,73,84,78,119,85,95,,,,,,,
199,"Slowking
Galarian Slowking","Poison
Psychic",490,95,65,80,110,110,30,,,,,,,
211,"Qwilfish
Hisuian Qwilfish","Dark
Poison",440,65,95,85,55,55,85,,,,,,,
215,"Sneasel
Hisuian Sneasel","Fighting
Poison",430,55,95,55,35,75,115,,,,,,,
222,"Corsola
Galarian Corsola",Ghost,410,60,55,100,65,100,30,,,,,,,
263,"Zigzagoon
Galarian Zigzagoon","Dark
Normal",240,38,30,41,30,41,60,,,,,,,
264,"Linoone
Galarian Linoone","Dark
Normal",420,78,70,61,50,61,100,,,,,,,
483,"Dialga
Origin Forme","Steel
Dragon",680,100,100,120,150,120,90,,,,,,,
484,"Palkia
Origin Forme","Water
Dragon",680,90,100,100,150,120,120,,,,,,,
503,"Samurott
Hisuian Samurott","Water
Dark",528,90,108,80,100,65,85,,,,,,,
549,"Lilligant
Hisuian Lilligant","Grass
Fighting",480,70,105,75,50,75,105,,,,,,,
550,"Basculin
White-Striped Form",Water,460,70,92,65,80,55,98,,,,,,,
554,"Darumaka
Galarian Darumaka",Ice,315,70,90,45,15,45,50,,,,,,,
555,"Darmanitan
Galarian Standard Mode",Ice,480,105,140,55,30,55,95,,,,,,,
555,"Darmanitan
Galarian Zen Mode","Ice
Fire",540,105,160,55,30,55,135,,,,,,,
562,"Yamask
Galarian Yamask","Ground
Ghost",303,38,55,85,30,65,30,,,,,,,
570,"Zorua
Hisuian Zorua","Normal
Ghost",330,35,60,40,85,40,70,,,,,,,
571,"Zoroark
Hisuian Zoroark","Normal
Ghost",510,55,100,60,125,60,110,,,,,,,
618,"Stunfisk
Galarian Stunfisk","Ground
Steel",471,109,81,99,66,84,32,,,,,,,
628,"Braviary
Hisuian Braviary","Psychic
Flying",510,110,83,70,112,70,65,,,,,,,
705,"Sliggoo
Hisuian Sliggoo","Steel
Dragon",452,58,75,83,83,113,40,,,,,,,
706,"Goodra
Hisuian Goodra","Steel
Dragon",600,80,100,100,110,150,60,,,,,,,
713,"Avalugg
Hisuian Avalugg","Ice
Rock",514,95,127,184,34,36,38,,,,,,,
724,"Decidueye
Hisuian Decidueye","Grass
Fighting",530,88,112,80,95,95,60,,,,,,,
810,Grookey,Grass,310,50,65,50,40,40,65,,,,,,,
811,Thwackey,Grass,420,70,85,70,55,60,80,,,,,,,
812,Rillaboom,Grass,530,100,125,90,60,70,85,,,,,,,
813,Scorbunny,Fire,310,50,71,40,40,40,69,,,,,,,
814,Raboot,Fire,420,65,86,60,55,60,94,,,,,,,
815,Cinderace,Fire,530,80,116,75,65,75,119,,,,,,,
816,Sobble,Water,310,50,40,40,70,40,70,,,,,,,
817,Drizzile,Water,420,65,60,55,95,55,90,,,,,,,
818,Inteleon,Water,530,70,85,65,125,65,120,,,,,,,
819,Skwovet,Normal,275,70,55,55,35,35,25,,,,,,,
820,Greedent,Normal,460,120,95,95,55,75,20,,,,,,,
821,Rookidee,Flying,245,38,47,35,33,35,57,,,,,,,
822,Corvisquire,Flying,365,68,67,55,43,55,77,,,,,,,
823,Corviknight,"Flying
Steel",495,98,87,105,53,85,67,,,,,,,
824,Blipbug,Bug,180,25,20,20,25,45,45,,,,,,,
825,Dottler,"Bug
Psychic",335,50,35,80,50,90,30,,,,,,,
826,Orbeetle,"Bug
Psychic",505,60,45,110,80,120,90,,,,,,,
827,Nickit,Dark,245,40,28,28,47,52,50,,,,,,,
828,Thievul,Dark,455,70,58,58,87,92,90,,,,,,,
829,Gossifleur,Grass,250,40,40,60,40,60,10,,,,,,,
830,Eldegoss,Grass,460,60,50,90,80,120,60,,,,,,,
831,Wooloo,Normal,270,42,40,55,40,45,48,,,,,,,
832,Dubwool,Normal,490,72,80,100,60,90,88,,,,,,,
833,Chewtle,Water,284,50,64,50,38,38,44,,,,,,,
834,Drednaw,"Water
Rock",485,90,115,90,48,68,74,,,,,,,
835,Yamper,Electric,270,59,45,50,40,50,26,,,,,,,
836,Boltund,Electric,490,69,90,60,90,60,121,,,,,,,
837,Rolycoly,Rock,240,30,40,50,40,50,30,,,,,,,
838,Carkol,"Rock
Fire",410,80,60,90,60,70,50,,,,,,,
839,Coalossal,"Rock
Fire",510,110,80,120,80,90,30,,,,,,,
840,Applin,"Grass
Dragon",260,40,40,80,40,40,20,,,,,,,
841,Flapple,"Grass
Dragon",485,70,110,80,95,60,70,,,,,,,
842,Appletun,"Grass
Dragon",485,110,85,80,100,80,30,,,,,,,
843,Silicobra,Ground,315,52,57,75,35,50,46,,,,,,,
844,Sandaconda,Ground,510,72,107,125,65,70,71,,,,,,,
845,Cramorant,"Flying
Water",475,70,85,55,85,95,85,,,,,,,
846,Arrokuda,Water,280,41,63,40,40,30,66,,,,,,,
847,Barraskewda,Water,490,61,123,60,60,50,136,,,,,,,
848,Toxel,"Electric
Poison",242,40,38,35,54,35,40,,,,,,,
849,"Toxtricity
Amped Form","Electric
Poison",502,75,98,70,114,70,75,,,,,,,
849,"Toxtricity
Low Key Form","Electric
Poison",502,75,98,70,114,70,75,,,,,,,
850,Sizzlipede,"Fire
Bug",305,50,65,45,50,50,45,,,,,,,
851,Centiskorch,"Fire
Bug",525,100,115,65,90,90,65,,,,,,,
852,Clobbopus,Fighting,310,50,68,60,50,50,32,,,,,,,
853,Grapploct,Fighting,480,80,118,90,70,80,42,,,,,,,
854,Sinistea,Ghost,308,40,45,45,74,54,50,,,,,,,
855,Polteageist,Ghost,508,60,65,65,134,114,70,,,,,,,
856,Hatenna,Psychic,265,42,30,45,56,53,39,,,,,,,
857,Hattrem,Psychic,370,57,40,65,86,73,49,,,,,,,
858,Hatterene,"Psychic
Fairy",510,57,90,95,136,103,29,,,,,,,
859,Impidimp,"Dark
Fairy",265,45,45,30,55,40,50,,,,,,,
860,Morgrem,"Dark
Fairy",370,65,60,45,75,55,70,,,,,,,
861,Grimmsnarl,"Dark
Fairy",510,95,120,65,95,75,60,,,,,,,
862,Obstagoon,"Dark
Normal",520,93,90,101,60,81,95,,,,,,,
863,Perrserker,Steel,440,70,110,100,50,60,50,,,,,,,
864,Cursola,Ghost,510,60,95,50,145,130,30,,,,,,,
865,Sirfetch'd,Fighting,507,62,135,95,68,82,65,,,,,,,
866,Mr. Rime,"Ice
Psychic",520,80,85,75,110,100,70,,,,,,,
867,Runerigus,"Ground
Ghost",483,58,95,145,50,105,30,,,,,,,
868,Milcery,Fairy,270,45,40,40,50,61,34,,,,,,,
869,Alcremie,Fairy,495,65,60,75,110,121,64,,,,,,,
870,Falinks,Fighting,470,65,100,100,70,60,75,,,,,,,
871,Pincurchin,Electric,435,48,101,95,91,85,15,,,,,,,
872,Snom,"Ice
Bug",185,30,25,35,45,30,20,,,,,,,
873,Frosmoth,"Ice
Bug",475,70,65,60,125,90,65,,,,,,,
874,Stonjourner,Rock,470,100,125,135,20,20,70,,,,,,,
875,"Eiscue
Ice Face",Ice,470,75,80,110,65,90,50,,,,,,,
875,"Eiscue
Noice Face",Ice,470,75,80,70,65,50,130,,,,,,,
876,"Indeedee
Male","Psychic
Normal",475,60,65,55,105,95,95,,,,,,,
876,"Indeedee
Female","Psychic
Normal",475,70,55,65,95,105,85,,,,,,,
877,"Morpeko
Full Belly Mode","Electric
Dark",436,58,95,58,70,58,97,,,,,,,
877,"Morpeko
Hangry Mode","Electric
Dark",436,58,95,58,70,58,97,,,,,,,
878,Cufant,Steel,330,72,80,49,40,49,40,,,,,,,
879,Copperajah,Steel,500,122,130,69,80,69,30,,,,,,,
880,Dracozolt,"Electric
Dragon",505,90,100,90,80,70,75,,,,,,,
881,Arctozolt,"Electric
Ice",505,90,100,90,90,80,55,,,,,,,
882,Dracovish,"Water
Dragon",505,90,90,100,70,80,75,,,,,,,
883,Arctovish,"Water
Ice",505,90,90,100,80,90,55,,,,,,,
884,Duraludon,"Steel
Dragon",535,70,95,115,120,50,85,,,,,,,
885,Dreepy,"Dragon
Ghost",270,28,60,30,40,30,82,,,,,,,
886,Drakloak,"Dragon
Ghost",410,68,80,50,60,50,102,,,,,,,
887,Dragapult,"Dragon
Ghost",600,88,120,75,100,75,142,,,,,,,
888,"Zacian
Hero of Many Battles",Fairy,660,92,120,115,80,115,138,,,,,,,
888,"Zacian
Crowned Sword","Fairy
Steel",700,92,150,115,80,115,148,,,,,,,
889,"Zamazenta
Hero of Many Battles",Fighting,660,92,120,115,80,115,138,,,,,,,
889,"Zamazenta
Crowned Shield","Fighting
Steel",700,92,120,140,80,140,128,,,,,,,
890,Eternatus,"Poison
Dragon",690,140,85,95,145,95,130,,,,,,,
890,"Eternatus
Eternamax","Poison
Dragon",1125,255,115,250,125,250,130,,,,,,,
891,Kubfu,Fighting,385,60,90,60,53,50,72,,,,,,,
892,"Urshifu
Single Strike Style","Fighting
Dark",550,100,130,100,63,60,97,,,,,,,
892,"Urshifu
Rapid Strike Style","Fighting
Water",550,100,130,100,63,60,97,,,,,,,
893,Zarude,"Dark
Grass",600,105,120,105,70,95,105,,,,,,,
894,Regieleki,Electric,580,80,100,50,100,50,200,,,,,,,
895,Regidrago,Dragon,580,200,100,50,100,50,80,,,,,,,
896,Glastrier,Ice,580,100,145,130,65,110,30,,,,,,,
897,Spectrier,Ghost,580,100,65,60,145,80,130,,,,,,,
898,Calyrex,"Psychic
Grass",500,100,80,80,80,80,80,,,,,,,
898,"Calyrex
Ice Rider","Psychic
Ice",680,100,165,150,85,130,50,,,,,,,
898,"Calyrex
Shadow Rider","Psychic
Ghost",680,100,85,80,165,100,150,,,,,,,
899,Wyrdeer,"Normal
Psychic",525,103,105,72,105,75,65,,,,,,,
900,Kleavor,"Bug
Rock",500,70,135,95,45,70,85,,,,,,,
901,Ursaluna,"Ground
Normal",550,130,140,105,45,80,50,,,,,,,
902,"Basculegion
Male","Water
Ghost",530,120,112,65,80,75,78,,,,,,,
902,"Basculegion
Female","Water
Ghost",530,120,92,65,100,75,78,,,,,,,
903,Sneasler,"Fighting
Poison",510,80,130,60,40,80,120,,,,,,,
904,Overqwil,"Dark
Poison",510,85,115,95,65,65,85,,,,,,,
905,"Enamorus
Incarnate Forme","Fairy
Flying",580,74,115,70,135,80,106,,,,,,,
905,"Enamorus
Therian Forme","Fairy
Flying",580,74,115,110,135,100,46,,,,,,,
#,Name,Type,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,,,,,,,
128,"Tauros
Combat Breed",Fighting,490,75,110,105,30,70,100,,,,,,,
128,"Tauros
Blaze Breed","Fighting
Fire",490,75,110,105,30,70,100,,,,,,,
128,"Tauros
Aqua Breed","Fighting
Water",490,75,110,105,30,70,100,,,,,,,
194,"Wooper
Paldean Wooper","Poison
Ground",210,55,45,45,25,25,15,,,,,,,
901,"Ursaluna
Bloodmoon","Ground
Normal",555,113,70,120,135,65,52,,,,,,,
906,Sprigatito,Grass,310,40,61,54,45,45,65,,,,,,,
907,Floragato,Grass,410,61,80,63,60,63,83,,,,,,,
908,Meowscarada,"Grass
Dark",530,76,110,70,81,70,123,,,,,,,
909,Fuecoco,Fire,310,67,45,59,63,40,36,,,,,,,
910,Crocalor,Fire,411,81,55,78,90,58,49,,,,,,,
911,Skeledirge,"Fire
Ghost",530,104,75,100,110,75,66,,,,,,,
912,Quaxly,Water,310,55,65,45,50,45,50,,,,,,,
913,Quaxwell,Water,410,70,85,65,65,60,65,,,,,,,
914,Quaquaval,"Water
Fighting",530,85,120,80,85,75,85,,,,,,,
915,Lechonk,Normal,254,54,45,40,35,45,35,,,,,,,
916,"Oinkologne
Male",Normal,489,110,100,75,59,80,65,,,,,,,
916,"Oinkologne
Female",Normal,489,115,90,70,59,90,65,,,,,,,
917,Tarountula,Bug,210,35,41,45,29,40,20,,,,,,,
918,Spidops,Bug,404,60,79,92,52,86,35,,,,,,,
919,Nymble,Bug,210,33,46,40,21,25,45,,,,,,,
920,Lokix,"Bug
Dark",450,71,102,78,52,55,92,,,,,,,
921,Pawmi,Electric,240,45,50,20,40,25,60,,,,,,,
922,Pawmo,"Electric
Fighting",350,60,75,40,50,40,85,,,,,,,
923,Pawmot,"Electric
Fighting",490,70,115,70,70,60,105,,,,,,,
924,Tandemaus,Normal,305,50,50,45,40,45,75,,,,,,,
925,"Maushold
Family of Four",Normal,470,74,75,70,65,75,111,,,,,,,
925,"Maushold
Family of Three",Normal,470,74,75,70,65,75,111,,,,,,,
926,Fidough,Fairy,312,37,55,70,30,55,65,,,,,,,
927,Dachsbun,Fairy,477,57,80,115,50,80,95,,,,,,,
928,Smoliv,"Grass
Normal",260,41,35,45,58,51,30,,,,,,,
929,Dolliv,"Grass
Normal",354,52,53,60,78,78,33,,,,,,,
930,Arboliva,"Grass
Normal",510,78,69,90,125,109,39,,,,,,,
931,"Squawkabilly
Green Plumage","Normal
Flying",417,82,96,51,45,51,92,,,,,,,
931,"Squawkabilly
Blue Plumage","Normal
Flying",417,82,96,51,45,51,92,,,,,,,
931,"Squawkabilly
Yellow Plumage","Normal
Flying",417,82,96,51,45,51,92,,,,,,,
931,"Squawkabilly
White Plumage","Normal
Flying",417,82,96,51,45,51,92,,,,,,,
932,Nacli,Rock,280,55,55,75,35,35,25,,,,,,,
933,Naclstack,Rock,355,60,60,100,35,65,35,,,,,,,
934,Garganacl,Rock,500,100,100,130,45,90,35,,,,,,,
935,Charcadet,Fire,255,40,50,40,50,40,35,,,,,,,
936,Armarouge,"Fire
Psychic",525,85,60,100,125,80,75,,,,,,,
937,Ceruledge,"Fire
Ghost",525,75,125,80,60,100,85,,,,,,,
938,Tadbulb,Electric,272,61,31,41,59,35,45,,,,,,,
939,Bellibolt,Electric,495,109,64,91,103,83,45,,,,,,,
940,Wattrel,"Electric
Flying",280,40,40,35,55,40,70,,,,,,,
941,Kilowattrel,"Electric
Flying",490,70,70,60,105,60,125,,,,,,,
942,Maschiff,Dark,340,60,78,60,40,51,51,,,,,,,
943,Mabosstiff,Dark,505,80,120,90,60,70,85,,,,,,,
944,Shroodle,"Poison
Normal",290,40,65,35,40,35,75,,,,,,,
945,Grafaiai,"Poison
Normal",485,63,95,65,80,72,110,,,,,,,
946,Bramblin,"Grass
Ghost",275,40,65,30,45,35,60,,,,,,,
947,Brambleghast,"Grass
Ghost",480,55,115,70,80,70,90,,,,,,,
948,Toedscool,"Ground
Grass",335,40,40,35,50,100,70,,,,,,,
949,Toedscruel,"Ground
Grass",515,80,70,65,80,120,100,,,,,,,
950,Klawf,Rock,450,70,100,115,35,55,75,,,,,,,
951,Capsakid,Grass,304,50,62,40,62,40,50,,,,,,,
952,Scovillain,"Grass
Fire",486,65,108,65,108,65,75,,,,,,,
953,Rellor,Bug,270,41,50,60,31,58,30,,,,,,,
954,Rabsca,"Bug
Psychic",470,75,50,85,115,100,45,,,,,,,
955,Flittle,Psychic,255,30,35,30,55,30,75,,,,,,,
956,Espathra,Psychic,481,95,60,60,101,60,105,,,,,,,
957,Tinkatink,"Fairy
Steel",297,50,45,45,35,64,58,,,,,,,
958,Tinkatuff,"Fairy
Steel",380,65,55,55,45,82,78,,,,,,,
959,Tinkaton,"Fairy
Steel",506,85,75,77,70,105,94,,,,,,,
960,Wiglett,Water,245,10,55,25,35,25,95,,,,,,,
961,Wugtrio,Water,425,35,100,50,50,70,120,,,,,,,
962,Bombirdier,"Flying
Dark",485,70,103,85,60,85,82,,,,,,,
963,Finizen,Water,315,70,45,40,45,40,75,,,,,,,
964,"Palafin
Zero Form",Water,457,100,70,72,53,62,100,,,,,,,
964,"Palafin
Hero Form",Water,650,100,160,97,106,87,100,,,,,,,
965,Varoom,"Steel
Poison",300,45,70,63,30,45,47,,,,,,,
966,Revavroom,"Steel
Poison",500,80,119,90,54,67,90,,,,,,,
967,Cyclizar,"Dragon
Normal",501,70,95,65,85,65,121,,,,,,,
968,Orthworm,Steel,480,70,85,145,60,55,65,,,,,,,
969,Glimmet,"Rock
Poison",350,48,35,42,105,60,60,,,,,,,
970,Glimmora,"Rock
Poison",525,83,55,90,130,81,86,,,,,,,
971,Greavard,Ghost,290,50,61,60,30,55,34,,,,,,,
972,Houndstone,Ghost,488,72,101,100,50,97,68,,,,,,,
973,Flamigo,"Flying
Fighting",500,82,115,74,75,64,90,,,,,,,
974,Cetoddle,Ice,334,108,68,45,30,40,43,,,,,,,
975,Cetitan,Ice,521,170,113,65,45,55,73,,,,,,,
976,Veluza,"Water
Psychic",478,90,102,73,78,65,70,,,,,,,
977,Dondozo,Water,530,150,100,115,65,65,35,,,,,,,
978,"Tatsugiri
Curly Form","Dragon
Water",475,68,50,60,120,95,82,,,,,,,
978,"Tatsugiri
Droopy Form","Dragon
Water",475,68,50,60,120,95,82,,,,,,,
978,"Tatsugiri
Stretchy Form","Dragon
Water",475,68,50,60,120,95,82,,,,,,,
979,Annihilape,"Fighting
Ghost",535,110,115,80,50,90,90,,,,,,,
980,Clodsire,"Poison
Ground",430,130,75,60,45,100,20,,,,,,,
981,Farigiraf,"Normal
Psychic",520,120,90,70,110,70,60,,,,,,,
982,"Dudunsparce
Two-Segment Form",Normal,520,125,100,80,85,75,55,,,,,,,
982,"Dudunsparce
Three-Segment Form",Normal,520,125,100,80,85,75,55,,,,,,,
983,Kingambit,"Dark
Steel",550,100,135,120,60,85,50,,,,,,,
984,Great Tusk,"Ground
Fighting",570,115,131,131,53,53,87,,,,,,,
985,Scream Tail,"Fairy
Psychic",570,115,65,99,65,115,111,,,,,,,
986,Brute Bonnet,"Grass
Dark",570,111,127,99,79,99,55,,,,,,,
987,Flutter Mane,"Ghost
Fairy",570,55,55,55,135,135,135,,,,,,,
988,Slither Wing,"Bug
Fighting",570,85,135,79,85,105,81,,,,,,,
989,Sandy Shocks,"Electric
Ground",570,85,81,97,121,85,101,,,,,,,
990,Iron Treads,"Ground
Steel",570,90,112,120,72,70,106,,,,,,,
991,Iron Bundle,"Ice
Water",570,56,80,114,124,60,136,,,,,,,
992,Iron Hands,"Fighting
Electric",570,154,140,108,50,68,50,,,,,,,
993,Iron Jugulis,"Dark
Flying",570,94,80,86,122,80,108,,,,,,,
994,Iron Moth,"Fire
Poison",570,80,70,60,140,110,110,,,,,,,
995,Iron Thorns,"Rock
Electric",570,100,134,110,70,84,72,,,,,,,
996,Frigibax,"Dragon
Ice",320,65,75,45,35,45,55,,,,,,,
997,Arctibax,"Dragon
Ice",423,90,95,66,45,65,62,,,,,,,
998,Baxcalibur,"Dragon
Ice",600,115,145,92,75,86,87,,,,,,,
999,"Gimmighoul
Chest Form",Ghost,300,45,30,70,75,70,10,,,,,,,
999,"Gimmighoul
Roaming Form",Ghost,300,45,30,25,75,45,80,,,,,,,
1000,Gholdengo,"Steel
Ghost",550,87,60,95,133,91,84,,,,,,,
1001,Wo-Chien,"Dark
Grass",570,85,85,100,95,135,70,,,,,,,
1002,Chien-Pao,"Dark
Ice",570,80,120,80,90,65,135,,,,,,,
1003,Ting-Lu,"Dark
Ground",570,155,110,125,55,80,45,,,,,,,
1004,Chi-Yu,"Dark
Fire",570,55,80,80,135,120,100,,,,,,,
1005,Roaring Moon,"Dragon
Dark",590,105,139,71,55,101,119,,,,,,,
1006,Iron Valiant,"Fairy
Fighting",590,74,130,90,120,60,116,,,,,,,
1007,Koraidon,"Fighting
Dragon",670,100,135,115,85,100,135,,,,,,,
1008,Miraidon,"Electric
Dragon",670,100,85,100,135,115,135,,,,,,,
1009,Walking Wake,"Water
Dragon",590,99,83,91,125,83,109,,,,,,,
1010,Iron Leaves,"Grass
Psychic",590,90,130,88,70,108,104,,,,,,,
1011,Dipplin,"Grass
Dragon",485,80,80,110,95,80,40,,,,,,,
1012,Poltchageist,"Grass
Ghost",308,40,45,45,74,54,50,,,,,,,
1013,Sinistcha,"Grass
Ghost",508,71,60,106,121,80,70,,,,,,,
1014,Okidogi,"Poison
Fighting",555,88,128,115,58,86,80,,,,,,,
1015,Munkidori,"Poison
Psychic",555,88,75,66,130,90,106,,,,,,,
1016,Fezandipiti,"Poison
Fairy",555,88,91,82,70,125,99,,,,,,,
1017,"Ogerpon
Teal Mask",Grass,550,80,120,84,60,96,110,,,,,,,
1017,"Ogerpon
Wellspring Mask","Grass
Water",550,80,120,84,60,96,110,,,,,,,
1017,"Ogerpon
Hearthflame Mask","Grass
Fire",550,80,120,84,60,96,110,,,,,,,
1017,"Ogerpon
Cornerstone Mask","Grass
Rock",550,80,120,84,60,96,110,,,,,,,
1018,Archaludon,"Steel
Dragon",600,90,105,130,125,65,85,,,,,,,
1019,Hydrapple,"Grass
Dragon",540,106,80,110,120,80,44,,,,,,,
1020,Gouging Fire,"Fire
Dragon",590,105,115,121,65,93,91,,,,,,,
1021,Raging Bolt,"Electric
Dragon",590,125,73,91,137,89,75,,,,,,,
1022,Iron Boulder,"Rock
Psychic",590,90,120,80,68,108,124,,,,,,,
1023,Iron Crown,"Steel
Psychic",590,90,72,100,122,108,98,,,,,,,
1024,"Terapagos
Normal Form",Normal,450,90,65,85,65,85,60,,,,,,,
1024,"Terapagos
Terastal Form",Normal,600,95,95,110,105,110,85,,,,,,,
1024,"Terapagos
Stellar Form",Normal,700,160,105,110,130,110,85,,,,,,,
1025,Pecharunt,"Poison
Ghost",600,88,88,160,88,88,88,,,,,,,
